age,gender,education_level,employment_type,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,default_flag,income_missing,join_year,join_month,join_day,join_weekday,education_encoded,gender_encoded,region_North,region_South,region_West,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,income_bin,transaction_quantile,transaction_cluster,income_standard,income_minmax,income_maxabs,debt_to_income,avg_monthly_transactions,spending_income_ratio,loan_log,loan_sqrt,loan_reciprocal,income_boxcox
52.0,Male,Secondary,Unemployed,351630.04,171862.24,626.9,0,394,20.46,0,0,2020,9,14,0,2,1,False,False,False,True,False,False,False,0,3,1,-0.47377184865504507,0.0961819641188954,0.1397952700629785,0.48875730652220006,65.66666666666667,5.818598949626291e-05,12.054454323243911,414.5627093697647,5.818579936000276e-06,-0.34625699995318077
27.0,Male,Primary,Salaried,237008.16,74311.28,717.1,3,383,23.06,0,0,2021,9,9,3,1,1,True,False,False,True,False,False,False,0,3,1,-0.7675499208703821,0.04830206662029663,0.09422579405994329,0.3135375864797799,63.833333333333336,9.729581759624817e-05,11.216031492957772,272.6009537767614,1.3456726129248087e-05,-1.0480320210895668
61.0,Male,Primary,Self-Employed,659325.93,52286.83,575.1,5,309,26.83,0,0,2024,1,24,2,1,1,False,True,False,False,True,False,False,1,2,2,0.3148586064795458,0.2247128141969095,0.26212392560053877,0.07930334348697086,51.5,4.069301401051523e-05,10.8645189269904,228.66313651308118,1.9124909180587528e-05,0.6904444963085585
53.0,Female,Post-Graduate,Self-Employed,244532.13,26058.6,535.9,1,95,30.52,0,0,2021,9,22,2,4,0,False,False,True,False,False,True,False,0,0,3,-0.7482658417573365,0.05144498237409977,0.09721704992106298,0.1065647014782823,15.833333333333334,0.00012480926408622013,10.168141501366868,161.4267635802688,3.837357442171024e-05,-0.9909229907259165
60.0,Male,Secondary,Salaried,167263.94,55688.24,750.3,4,385,26.26,0,0,2022,9,23,4,2,1,False,False,False,True,False,False,False,0,3,1,-0.9463056915815445,0.019168483183000705,0.06649803772197004,0.33293432562735503,64.16666666666667,0.0001569964393016253,10.927542229516272,235.9835587493332,1.7956790216566074e-05,-1.7032048116742584
59.0,Male,Secondary,Self-Employed,363874.58,387322.04,681.9,2,336,57.96,0,0,2024,4,8,0,2,1,False,False,False,False,False,True,False,0,2,2,-0.44238885828389085,0.10129675825870094,0.14466325226409235,1.0644353765097399,56.0,0.00015928521501772666,12.867014352501853,622.3520225724345,2.5818242054487644e-06,-0.28728090985488
38.0,Female,Secondary,Salaried,892370.29,16299.0,638.3,2,154,26.15,0,0,2023,6,4,6,2,0,False,False,False,False,True,False,False,1,1,0,0.9121557614508046,0.32206019734423313,0.3547738574517935,0.018264818896179414,25.666666666666668,2.930394589453903e-05,9.698920386794853,127.66753698571928,6.134969325153375e-05,1.156077167825744
60.0,Female,Graduate,Self-Employed,394151.36,46997.0,584.1,3,364,46.13,0,0,2022,8,17,2,3,0,False,False,False,False,True,False,False,0,2,2,-0.36478889166942013,0.11394398689417284,0.15670019494605827,0.11923561741454498,60.666666666666664,0.00011703596040881248,10.757860326595294,216.78791479231492,2.1277501170262564e-05,-0.150734834737627
21.0,Male,Graduate,Self-Employed,561892.77,256516.63,754.4,2,180,29.31,0,0,2020,6,26,4,3,1,False,False,True,False,False,False,True,0,1,0,0.06513555260319594,0.1840129956826383,0.22338805731326333,0.456521577023358,30.0,5.216288481005938e-05,12.45495267417443,506.47470815431643,3.898367531307692e-06,0.43584982329514227
31.0,Male,Secondary,Salaried,575122.68,175304.74,544.3,4,489,29.42,1,0,2021,3,29,0,2,1,True,False,False,True,False,False,False,0,3,1,0.0990440651435802,0.18953939897244376,0.2286477866622089,0.30481224490704323,81.5,5.1154214342208965e-05,12.074286814240912,418.69408880470235,5.704319778690647e-06,0.47327987801423027
48.0,Male,Secondary,Salaried,178551.91,49048.36,769.4,2,409,37.8,0,0,2021,6,12,5,2,1,False,False,False,False,False,False,True,0,3,1,-0.9173744084284103,0.023883698520310283,0.07098572260410582,0.2746993034165615,68.16666666666667,0.0002117019543394728,10.800582416998088,221.46864337869593,2.038762585281439e-05,-1.5778409400616407
45.0,Female,Post-Graduate,Self-Employed,257912.47,84331.99,720.6,7,37,13.84,0,0,2022,1,16,6,4,0,False,True,False,True,False,False,False,0,0,3,-0.713971774247837,0.05703422334359356,0.10253658474759393,0.32697784260744506,6.166666666666667,5.3661408223463476e-05,11.342528407887016,290.399707300128,1.185775578453936e-05,-0.8941820584981032
70.0,Male,Secondary,Salaried,1000422.06,101119.29,548.8,1,469,29.74,0,1,2018,7,18,2,2,1,True,False,False,False,True,False,False,1,3,1,1.1890945159892488,0.3671956258692422,0.3977312975155971,0.10107652856382578,78.16666666666667,2.972742351620723e-05,11.524066077256318,317.99259425338823,9.889212145257891e-06,1.3265404979453264
43.0,Male,Secondary,Unemployed,316660.98,80313.02,691.3,2,188,8.59,0,0,2022,2,9,2,2,1,False,False,False,False,True,False,False,0,1,0,-0.5633982187161752,0.08157467440752136,0.12589284811248616,0.25362381679038326,31.333333333333332,2.7126717264889207e-05,11.29369947996262,283.3955186660509,1.2451126216817437e-05,-0.5286073616968605
51.0,Male,Secondary,Salaried,1230182.06,255024.56,850.0,3,161,40.37,0,0,2020,11,22,6,2,1,True,False,False,False,False,False,False,2,1,0,1.7779737934203628,0.4631710648454486,0.4890754877038698,0.2073061874222199,26.833333333333332,3.2816254192282564e-05,12.44911905441146,504.99956435624773,3.921175587262704e-06,1.6276181018662128
50.0,Male,Graduate,Salaried,211717.17,92765.3,787.0,1,57,14.45,0,0,2024,9,21,5,3,1,False,True,False,False,False,False,False,0,0,3,-0.8323712122906359,0.037737504175167615,0.08417101950993588,0.43815464681184424,9.5,6.825110948200619e-05,11.437838706268892,304.57396474419807,1.0779776707705276e-05,-1.2564593111401605
62.0,Male,Secondary,Salaried,256387.16,161920.61,605.5,1,300,38.54,1,0,2021,1,17,6,2,1,False,False,False,False,True,False,False,0,2,2,-0.7178811729711065,0.056397070241117946,0.10193017716256575,0.6315448030049436,50.0,0.0001503189538861701,11.994867608213623,402.39360084375096,6.175827920683349e-06,-0.9049156043445459
55.0,Male,Graduate,Salaried,526668.48,83043.44,744.5,3,206,28.67,0,0,2024,3,18,0,3,1,False,True,False,False,True,False,False,0,1,0,-0.025144976832841837,0.1692990911937142,0.2093841652301902,0.15767657544917926,34.333333333333336,5.4436418073817385e-05,11.327131165178434,288.17258717650435,1.204174535947259e-05,0.3310422993141831
27.0,Male,Secondary,Self-Employed,303538.58,17629.48,552.6,2,278,54.34,0,0,2021,6,14,0,2,1,False,False,True,False,False,True,False,0,2,2,-0.5970311810689,0.0760931802378601,0.12067586081562602,0.05807967448594348,46.333333333333336,0.00017902113457493748,9.77738450134006,132.77605205759056,5.671995317200666e-05,-0.6030942017007788
36.0,Male,Post-Graduate,Unemployed,121375.63,31739.3,556.6,1,179,51.96,0,0,2021,3,29,0,4,1,False,False,False,False,False,True,False,0,1,0,-1.0639183083787893,0.0,0.04825452050374922,0.26149432555509244,29.833333333333332,0.00042808899868121235,10.365342445831573,178.15526935793957,3.150568835203196e-05,-2.336762233567646
46.0,Female,Secondary,Self-Employed,1412411.01,36701.96,703.46,4,248,24.43,0,0,2023,1,30,0,2,0,False,False,False,False,False,False,True,2,1,0,2.2450300799934415,0.539291814629672,0.5615230672068696,0.02598530721924405,41.333333333333336,1.7296652695554466e-05,10.510612684741261,191.57755609674115,2.724575892516571e-05,1.8236938136505818
68.0,Female,Graduate,Salaried,232214.49,61420.56,729.6,2,273,47.61,0,0,2021,8,6,4,3,0,False,False,False,False,False,False,False,0,2,2,-0.7798361888275689,0.04629965287309489,0.09232000582796289,0.2644981176750957,45.5,0.00020502508252141148,11.025516192565135,247.83171709851828,1.6280928064998674e-05,-1.0855143571484844
69.0,Male,Secondary,Salaried,619418.02,313291.69,753.0,1,415,8.89,0,0,2023,3,18,5,2,1,False,False,False,False,False,False,False,1,3,1,0.21257386934259442,0.20804246609074248,0.2462579971488654,0.5057831288422496,69.16666666666667,1.4352158575950735e-05,12.654893144398692,559.7246555226953,3.1919033923198146e-06,0.5917540862377896
22.0,Female,Secondary,Self-Employed,208556.51,94248.3,754.3,2,450,53.87,0,0,2025,2,14,4,2,0,False,False,True,False,True,False,False,0,3,1,-0.8404720443632572,0.03641723201746159,0.08291445645213441,0.45190556791745357,75.0,0.00025829805889032714,11.453698678226974,306.99885993273654,1.0610158377834105e-05,-1.284506136161883
21.0,Male,Graduate,Unemployed,263597.62,67910.66,724.5,3,78,8.89,0,0,2019,8,1,3,3,1,False,False,False,False,True,False,False,0,0,3,-0.6994006259884031,0.059409026472491445,0.10479679289021605,0.2576290422157749,13.0,3.3725517986399175e-05,11.125963021926298,260.59673827582725,1.4725011875722077e-05,-0.8548087619390496
68.0,Male,Secondary,Salaried,167082.04,174031.33,534.7,1,100,41.62,0,0,2025,1,24,4,2,1,True,False,False,False,False,False,True,0,0,3,-0.9467719047629716,0.019092499842341883,0.06642572092098098,1.0415858485696692,16.666666666666668,0.00024909769417650045,12.06699636553483,417.1706245650573,5.7460587926392765e-06,-1.705303868641722
32.0,Female,Post-Graduate,Salaried,283589.76,26467.73,674.5,0,365,35.34,0,0,2018,12,1,5,4,0,False,False,False,False,False,False,False,0,2,2,-0.6481603885340956,0.06776015117902773,0.11274493807837141,0.09333072064830321,60.833333333333336,0.00012461618989278777,10.183719315226151,162.68905925107563,3.7780429963961246e-05,-0.7237211259267733
25.0,Female,Post-Graduate,Salaried,300568.48,51907.23,767.2,1,177,2.17,0,0,2020,10,17,5,4,0,False,False,True,False,False,True,False,0,1,0,-0.6046436042143482,0.07485250887947209,0.11949505745873974,0.17269627641502394,29.5,7.219628553105259e-06,10.85723263076354,227.83158253411665,1.9264767841245983e-05,-0.6204672357221271
57.0,Female,Post-Graduate,Unemployed,408587.18,46810.83,719.9,0,391,32.1,0,0,2024,4,12,4,4,0,False,False,False,True,False,False,False,0,3,1,-0.32778960871883855,0.11997412339087157,0.16243935009753663,0.11456726428062604,65.16666666666667,7.85632124747221e-05,10.753891227740596,216.3581059262629,2.1362121497920502e-05,-0.08980986321235827
52.0,Female,Primary,Self-Employed,353789.96,96628.51,696.4,1,410,66.76,0,0,2021,9,8,2,1,0,True,False,False,False,False,False,True,0,3,1,-0.468235932355824,0.09708420676406207,0.14065397542192462,0.273123174204338,68.33333333333333,0.0001886989989795104,11.47863946009154,310.85126668553244,1.034880545290978e-05,-0.33568392873251557
29.0,Male,Graduate,Salaried,186295.26,136910.87,709.6,2,159,35.43,0,0,2023,5,17,2,3,1,False,False,True,True,False,False,False,0,1,0,-0.8975280541765989,0.02711825377534339,0.07406419594626443,0.7349093857278723,26.5,0.00019018095156607008,11.827092713142369,370.0146888976166,7.3039686040370356e-06,-1.49699606542885
61.0,Male,Secondary,Salaried,323081.57,101726.17,708.1,1,187,28.95,0,0,2019,9,3,1,2,1,False,False,True,False,False,True,False,0,1,0,-0.5469421236609809,0.0842566858269862,0.12844544035691915,0.31486121334245915,31.166666666666668,8.960557667967045e-05,11.530049704664977,318.9454028513344,9.83021546750981e-06,-0.4934429399419619
55.0,Male,Post-Graduate,Unemployed,1054108.98,102859.73,503.2,4,327,68.04,1,0,2018,11,25,6,4,1,True,False,False,False,False,True,False,1,2,2,1.326695119475939,0.38962174753654927,0.4190752574350895,0.09757969467284619,54.5,6.454734448107588e-05,11.541131216328806,320.71752368712254,9.721883171546614e-06,1.403543191420989
39.0,Male,Graduate,Salaried,981693.41,56796.14,783.9,1,293,34.82,0,0,2019,7,1,0,3,1,True,False,False,True,False,False,False,1,2,2,1.141092627587176,0.35937228671019916,0.3902854698364119,0.05785521382361747,48.833333333333336,3.5469286210970684e-05,10.947241251328856,238.3194075185653,1.7606520328312304e-05,1.2985547406367466
68.0,Male,Graduate,Salaried,581526.73,91540.05,670.1,2,262,37.12,0,0,2018,12,5,2,3,1,True,False,False,False,False,False,True,0,2,2,0.11545776786221132,0.19221450129650178,0.23119380320632102,0.1574130437425572,43.666666666666664,6.383186576502551e-05,11.424542784537303,302.55586261052684,1.0924060844834094e-05,0.4910446418558406
36.0,Male,Secondary,Salaried,658592.03,40623.97,743.7,0,79,23.34,0,0,2020,3,17,1,2,1,True,False,False,True,False,False,False,1,0,3,0.31297760673325964,0.22440624919575772,0.2618321537465208,0.06168296375684389,13.166666666666666,3.5439184650952044e-05,10.612138181170227,201.5538885757355,2.461540279291283e-05,0.6886921217619255
23.0,Male,Graduate,Salaried,1523458.57,117230.49,472.5,0,178,28.2,0,0,2020,10,30,4,3,1,True,False,False,False,False,False,True,2,1,0,2.529647101639021,0.5856786457501308,0.6056715240339223,0.07695018122469768,29.666666666666668,1.851050106961486e-05,11.671905806042254,342.389383597097,8.530131281279458e-06,1.929429675687336
40.0,Male,Primary,Salaried,623278.42,51512.4,829.5,5,334,17.74,0,0,2019,3,6,2,1,1,False,False,True,False,False,False,True,1,2,2,0.22246814842770535,0.20965503392075532,0.2477927512914612,0.08264736223763011,55.666666666666664,2.8462354813512047e-05,10.84959724698195,226.96343317812233,1.9412424728323116e-05,0.6016155107609736
44.0,Female,Graduate,Self-Employed,651162.12,33354.34,575.9,0,235,24.88,0,0,2022,3,11,4,3,0,False,False,True,False,True,False,False,1,1,0,0.2939346052004505,0.22130262422272626,0.2588782927083864,0.05122271052451496,39.166666666666664,3.8208552105960793e-05,10.41497315846597,182.63170590015304,2.9980207067294176e-05,0.6708240021697379
53.0,Female,Secondary,Unemployed,173035.18,75092.32,850.0,0,251,23.4,0,0,2020,3,16,0,2,0,False,False,False,False,False,False,False,0,1,2,-0.9315138930044139,0.021579247861086705,0.06879247210646763,0.4339688959846433,41.833333333333336,0.0001352318341747951,11.226486885726871,274.02977940362615,1.3316763728118559e-05,-1.6379355904255501
44.0,Male,Graduate,Self-Employed,226935.62,19164.57,850.0,1,165,15.05,0,0,2022,8,24,2,3,1,False,False,False,False,False,False,False,0,1,0,-0.7933660336711134,0.04409456118808303,0.09022131978487807,0.08444899725747215,27.5,6.631807594560984e-05,9.86087071908905,138.43615857137902,5.217689846949504e-05,-1.1278327344006553
31.0,Other,Graduate,Unemployed,433820.36,205265.4,560.8,0,190,33.58,0,0,2025,4,13,6,3,2,False,True,False,False,False,True,False,0,1,0,-0.263116485435024,0.13051453741970875,0.1724711415015013,0.4731565084762078,31.666666666666668,7.740513284085413e-05,12.23206392668049,453.0622473788784,4.871717923634847e-06,0.010968609082854483
48.0,Female,Graduate,Salaried,272538.36,127767.73,753.5,1,395,122.76,0,0,2022,6,1,2,3,0,False,False,False,False,True,False,False,0,3,1,-0.6764853382494606,0.06314375595661456,0.10835130479387159,0.4688046893483569,65.83333333333333,0.00045043035251862343,11.757977111800507,357.44612181418336,7.826641150772963e-06,-0.7948207144139049
28.0,Male,Secondary,Self-Employed,243099.68,92584.67,588.5,1,147,37.66,0,0,2023,9,14,3,2,1,False,False,False,False,False,False,False,0,1,0,-0.7519372385233367,0.0508466187879165,0.09664756008281788,0.38084907866156525,24.5,0.00015491523923339087,11.435889657039134,304.2772912985785,1.0800807511572795e-05,-1.0016387898360968
56.0,Female,Graduate,Salaried,260543.36,23468.65,622.5,3,286,49.08,1,0,2023,6,22,3,3,0,True,False,False,False,False,False,True,0,2,2,-0.7072287528246094,0.05813319976528624,0.1035825305890129,0.09007544818855416,47.666666666666664,0.00018837483183285948,10.063463376079422,153.1948106170702,4.2608219551633705e-05,-0.8758388251840854
58.0,Female,Secondary,Self-Employed,188312.41,44795.67,624.5,1,399,42.35,0,0,2019,7,11,3,2,0,True,False,False,False,False,False,True,0,3,1,-0.8923580601198867,0.02796085847908144,0.0748661411640494,0.23787827961906693,66.5,0.00022489104732371424,10.709889085283296,211.64987597444983,2.232308785452133e-05,-1.4765684712877465
60.0,Female,Secondary,Salaried,275176.86,75236.44,720.3,1,132,22.58,0,0,2022,8,13,5,2,0,False,False,False,True,False,False,False,0,0,0,-0.6697228122505835,0.06424591123054701,0.10940027609353975,0.2734102227555662,22.0,8.205602005917191e-05,11.228404258381044,274.29261747265457,1.3291254992195375e-05,-0.7775486540555726
40.0,Male,Primary,Salaried,542347.02,60829.29,709.2,3,170,56.32,0,0,2019,5,6,0,1,1,False,True,False,True,False,False,False,0,1,0,0.01503942126245256,0.17584833718520973,0.21561738049670504,0.11215914460239018,28.333333333333332,0.00010384476004909173,11.015843134687902,246.63594628520798,1.64391785737007e-05,0.37865745134999473
55.0,Female,Secondary,Salaried,1299895.4,22426.63,571.9,2,31,24.13,0,0,2022,5,23,0,2,0,True,False,False,False,False,False,True,2,0,3,1.956650418100505,0.49229174907680967,0.5167909672809055,0.017252628747952532,5.166666666666667,1.856301779126398e-05,10.018048959871884,149.75523363141605,4.4587858815220333e-05,1.7063427814758865
68.0,Male,Secondary,Salaried,713679.53,29100.18,719.6,3,250,72.13,0,0,2018,9,11,1,2,1,False,False,False,False,False,False,True,1,1,2,0.4541679235659829,0.2474174217001178,0.2837329331554539,0.04077479877446005,41.666666666666664,0.00010106763035836216,10.27853400216564,170.58774868084754,3.436286776000148e-05,0.8143447468891734
45.0,Female,Graduate,Salaried,648030.66,59984.05,661.6,1,491,34.86,0,0,2018,1,17,2,3,0,False,False,False,True,False,False,False,1,3,1,0.2859086132866952,0.219994549500684,0.2576333385048394,0.09256345592744651,81.83333333333333,5.3793668043934764e-05,11.0018506434904,244.91641431312848,1.6670820479436126e-05,0.6632229085360403
55.0,Female,Primary,Salaried,167021.86,29783.13,516.2,0,139,34.64,0,0,2018,9,18,1,1,0,False,False,True,False,False,False,False,0,1,0,-0.9469261472547711,0.019067361428703335,0.0664017955494388,0.17831768657296374,23.166666666666668,0.00020739675994052554,10.30173098030263,172.57789545593607,3.3574927318676085e-05,-1.705998900899166
45.0,Female,Secondary,Self-Employed,475241.33,190989.0,640.9,0,389,29.36,0,0,2023,1,23,0,2,0,False,True,False,False,False,True,False,0,3,1,-0.15695374655925853,0.14781692155345824,0.18893860738530502,0.4018770802676605,64.83333333333333,6.17790086165094e-05,12.1599763496372,437.0228826960895,5.2358762238860676e-06,0.162618474442447
49.0,Female,Post-Graduate,Salaried,424991.33,103381.04,829.4,1,206,38.66,0,0,2021,7,3,5,4,0,False,False,True,True,False,False,False,0,1,0,-0.28574545830592235,0.12682647148140752,0.16896104141663898,0.24325389589972127,34.333333333333336,9.096634755737826e-05,11.546186531579133,321.529221067075,9.67286000547097e-06,-0.023509794068562313
38.0,Female,Primary,Salaried,526730.68,41671.6,644.0,6,25,65.24,0,0,2023,3,2,3,1,0,False,True,False,False,False,False,False,0,0,3,-0.02498555704238111,0.16932507340255962,0.20940889368000618,0.07911352512535413,4.166666666666667,0.00012385812829788403,10.63759911747841,204.13622902365958,2.399658288659695e-05,0.3312344014279685
66.0,Male,Graduate,Salaried,284025.89,165778.59,746.5199999999999,0,83,28.11,0,1,2021,12,18,5,3,1,True,False,False,False,False,False,False,0,0,3,-0.6470425789969002,0.06794233157683716,0.11291832744843937,0.5836721656882558,13.833333333333334,9.896950250027382e-05,12.018414413985262,407.1591703498768,6.032105640989944e-06,-0.720980836327441
38.0,Male,Graduate,Salaried,1199296.92,143974.95,753.3,5,162,47.89,0,0,2019,5,16,3,3,1,False,True,False,False,False,False,False,2,1,0,1.6988145884823453,0.45026971182777104,0.4767966832899098,0.1200493618799906,27.0,3.993169603762842e-05,11.877401550720876,379.4403115115736,6.945604456855467e-06,1.591085838327559
22.0,Female,Post-Graduate,Unemployed,456646.71,89524.79,596.5,1,98,19.74,0,0,2020,10,12,0,4,0,False,False,False,False,True,False,False,0,0,3,-0.2046121135060993,0.14004956945955266,0.18154606514227464,0.19604782426260275,16.333333333333332,4.3228071810542965e-05,11.40228201917844,299.20693508005456,1.1169965660174571e-05,0.09649763790489684
55.0,Male,Graduate,Salaried,484142.23,71131.79,695.3199999999999,3,12,43.73,0,0,2024,5,22,2,3,1,False,False,False,False,True,False,False,0,0,3,-0.1341405695028232,0.15153500905686748,0.19247728035904627,0.14692302936880888,2.0,9.032450995958365e-05,11.172303690914458,266.7054367649823,1.4058214221598788e-05,0.19322572286903855
36.0,Male,Graduate,Salaried,136289.4,59341.75,664.5,3,476,36.83,0,0,2023,8,17,3,3,1,False,True,False,False,False,False,False,0,3,1,-1.0256940304306092,0.006229785961612881,0.054183691130943484,0.4354066757453203,79.33333333333333,0.00027023179915826794,10.99108523587852,243.6016215052765,1.6851258157062152e-05,-2.1043122406554144
61.0,Male,Graduate,Salaried,414983.73,50113.36,838.6,2,343,19.66,0,0,2021,5,7,4,3,1,False,True,False,False,False,False,True,0,2,2,-0.3113951286437516,0.12264609281193378,0.1649823849153848,0.12075952770599535,57.166666666666664,4.737523715631657e-05,10.822062872749864,223.860134905704,1.9954360386923028e-05,-0.06359953036679732
56.0,Male,Secondary,Salaried,881654.57,28688.33,664.6,2,263,46.59,0,0,2023,8,2,2,2,1,False,True,False,False,True,False,False,1,2,2,0.8846911660000987,0.3175840225055052,0.3505136782835994,0.03253915812044379,43.833333333333336,5.284376528126512e-05,10.264280555618024,169.37629704300423,3.485616429522753e-05,1.1378898417175547
53.0,Male,Graduate,Salaried,2515321.44,213166.78,577.0,2,59,34.76,0,0,2022,8,13,5,3,1,False,False,True,True,False,False,False,4,0,3,5.071810620947652,1.0,1.0,0.08474729784544044,9.833333333333334,1.3819301830742623e-05,12.269834834149622,461.69988087501173,4.6911404716041046e-06,2.6006895440003377
24.0,Female,Primary,Unemployed,121375.63,50799.45,637.8,2,403,31.83,0,0,2023,10,1,6,1,0,False,True,False,False,True,False,False,0,3,1,-1.0639183083787893,0.0,0.04825452050374922,0.4185274381073193,67.16666666666667,0.00026224158637457636,10.835660491795055,225.38733327318994,1.968486499627464e-05,-2.336762233567646
53.0,Other,Post-Graduate,Salaried,337795.16,74588.41,569.4,4,40,11.09,1,0,2024,4,9,1,4,2,True,False,False,False,False,False,True,0,0,3,-0.5092309108840936,0.09040285251903843,0.13429502672231028,0.22080893400327584,6.666666666666667,3.28304501744484e-05,11.219753819010432,273.10878784835904,1.3406728917684158e-05,-0.4157994108494655
34.0,Female,Secondary,Self-Employed,1250607.11,38670.28,661.2,2,10,28.62,0,0,2021,5,27,3,2,0,False,False,True,False,False,True,False,2,0,3,1.8303235874902375,0.4717030248901081,0.49719574210761713,0.030921181216392396,1.6666666666666667,2.288486678692656e-05,10.562852484648307,196.64760359587402,2.5858983721252567e-05,1.6512037614687352
41.0,Male,Graduate,Salaried,404179.99,60985.09,839.3,1,381,74.31,0,0,2025,1,9,3,3,1,False,False,True,False,True,False,False,0,2,1,-0.3390853210390929,0.11813315022364687,0.16068721220775664,0.15088559706877852,63.5,0.00018385327820588494,11.018401084365134,246.95159444717095,1.6397181717995038e-05,-0.10814439940567795
68.0,Male,Secondary,Self-Employed,536836.89,537962.53,792.4,2,46,53.28,0,0,2018,4,19,3,2,1,False,True,False,False,False,False,False,0,0,3,0.0009168526127680758,0.1735466434806225,0.21342675391817914,1.0020949340963992,7.666666666666667,9.92478381136622e-05,13.195546048742115,733.4592899404847,1.8588620682149214e-06,0.36210564930058947
40.0,Female,Graduate,Self-Employed,1168703.5,43993.69,850.0,3,54,34.38,0,0,2020,7,9,3,3,0,True,False,False,False,False,False,False,2,0,3,1.6204030674876269,0.43749021620501927,0.4646338561007137,0.03764312535803533,9.0,2.9417188006035744e-05,10.69182422379958,209.74672822239683,2.2730015826910018e-05,1.553817392935032
28.0,Male,Primary,Salaried,403217.55,201595.21,723.1,3,116,105.92,1,0,2018,3,7,2,1,1,False,False,True,False,False,False,False,0,0,3,-0.34155207317946024,0.11773111940240619,0.16030458119102264,0.49996511817226663,19.333333333333332,0.00026268632730314616,12.214022015399461,448.99355229223505,4.960410714070468e-06,-0.11217883957391475
27.0,Female,Post-Graduate,Salaried,711135.25,71720.8,692.9,1,150,77.66,0,0,2018,7,21,5,4,0,False,False,False,False,False,True,False,1,1,0,0.4476468852304047,0.2463546240422209,0.2827214202889313,0.10085380966024443,25.0,0.00010920551441443182,11.180550025005914,267.8073934752362,1.3942762172728515e-05,0.8087901448302797
23.0,Female,Graduate,Salaried,566276.37,117707.37,590.2,3,234,109.7,0,0,2022,12,23,4,3,0,False,False,True,False,False,False,True,0,1,0,0.07637080330195559,0.18584411482564012,0.22513081668003435,0.20786168799222896,39.0,0.00019372132070190267,11.67596540371911,343.08507691241834,8.49557257483049e-06,0.4483630457367433
37.0,Male,Secondary,Self-Employed,643765.18,174766.52,704.3,3,215,18.92,0,0,2018,8,2,3,2,1,False,True,False,True,False,False,False,1,1,0,0.2749761064086622,0.21821277149126447,0.25593753933890856,0.27147514956439617,35.833333333333336,2.9389552585691905e-05,12.071211912581338,418.0508581500581,5.721886995936087e-06,0.6528010255691138
53.0,Male,Graduate,Salaried,555447.51,88484.9,668.3,1,310,25.88,0,0,2023,10,17,1,3,1,True,False,False,False,False,False,True,0,2,2,0.04861622786583666,0.18132067910091917,0.22082565717723934,0.15930351491986178,51.666666666666664,4.659297762811534e-05,11.39059849626902,297.46411548285954,1.1301235564084222e-05,0.4172463913345875
68.0,Female,Graduate,Salaried,318514.12,57171.17,710.76,1,34,8.77,0,0,2018,11,23,4,3,0,False,True,False,False,False,True,False,0,0,3,-0.5586485854284894,0.08234876878854663,0.12662958894033044,0.17949279770454854,5.666666666666667,2.7534014711766274e-05,10.953822520508108,239.10493512263605,1.7491027540147594e-05,-0.5183745631054938
32.0,Female,Graduate,Salaried,338175.91,64198.58,579.0,0,465,13.0,0,0,2020,12,9,2,3,0,False,False,False,False,False,False,False,0,3,1,-0.508255041346829,0.09056189956112665,0.134446399025645,0.18983726594462055,77.5,3.844141813230241e-05,11.069751947600578,253.37438702441887,1.5576425889390555e-05,-0.4138420399167318
42.0,Male,Secondary,Self-Employed,264938.84,65729.3,684.7,1,299,16.06,0,0,2020,11,6,4,2,1,False,False,False,False,False,False,True,0,2,2,-0.6959630534584754,0.05996928142663347,0.1053300130101861,0.24809141577197297,49.833333333333336,6.061753490905708e-05,11.093315285373176,256.3772610821795,1.5213683795753252e-05,-0.8456620719029878
42.0,Male,Secondary,Self-Employed,165408.68,269698.35,538.4,2,120,64.51,0,0,2019,6,7,4,2,1,False,False,False,True,False,False,False,0,0,3,-0.9510607584698055,0.018393503234728596,0.06576045405950183,1.6304871032940755,20.0,0.00039000135904984526,12.505063099039637,519.3248983054827,3.707832443793432e-06,-1.7247378158593503
66.0,Female,Secondary,Self-Employed,933520.26,25877.06,710.4,4,400,65.27,0,0,2020,9,14,0,2,0,False,True,False,False,False,False,False,1,3,1,1.0176239221398367,0.3392493792497333,0.3711335836265921,0.02771984003877962,66.66666666666667,6.991806485478435e-05,10.16115078444497,160.86348249369712,3.864277306722374e-05,1.2236584924286948
50.0,Male,Secondary,Salaried,445098.01,21173.19,740.8,3,230,44.94,0,0,2020,9,30,2,2,1,False,False,True,True,False,False,False,0,1,0,-0.23421165263940674,0.13522544188249608,0.17695472352829786,0.04756961827437001,38.333333333333336,0.00010096629961050688,9.960538266132168,145.5101027420433,4.722730834095661e-05,0.05385498641156373
58.0,Male,Post-Graduate,Salaried,905729.62,22184.81,534.1,1,63,3.18,0,0,2019,5,19,6,4,1,False,True,False,False,True,False,False,1,0,3,0.9463959799281887,0.3276406620081346,0.3600850394691503,0.024493827977241183,10.5,3.5109776900332686e-06,10.007208174302681,148.9456612325448,4.5073855766365974e-05,1.178403201882756
