customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST100233,37.0,Other,North,Secondary,Salaried,344754.23,221161.32,Education,688.7,3,354,14.37,2024-03-22,0
CUST100234,58.0,Female,West,Graduate,Self-Employed,510779.71,83245.34,Education,713.9,2,339,25.2,2021-07-07,0
CUST100235,44.0,Male,West,Secondary,Self-Employed,562299.25,111646.09,Other,635.9,0,121,27.14,2018-09-13,0
CUST100236,25.0,Female,North,Graduate,Self-Employed,872127.38,137658.18,Education,566.0,1,211,42.17,2023-10-10,1
CUST100237,54.0,Female,South,Secondary,Salaried,470604.19,27801.19,Other,837.8,1,404,40.31,2022-12-01,0
CUST100238,26.0,Male,South,Post-Graduate,Self-Employed,839054.8,36191.23,Education,735.1,0,189,108.87,2024-09-09,0
CUST100239,42.0,Male,West,Primary,Self-Employed,364707.93,35360.0,Car,642.3,4,485,34.32,2021-11-21,0
CUST100240,31.0,Male,South,Graduate,Self-Employed,375304.69,154902.63,Other,719.3,1,142,25.9,2021-03-31,0
CUST100241,68.0,Female,North,Post-Graduate,Salaried,418923.29,59052.39,Business,845.0,2,407,32.44,2024-08-24,0
CUST100242,36.0,Male,East,Graduate,Self-Employed,703958.68,302339.97,Car,609.1,0,489,20.78,2018-12-15,1
CUST100243,53.0,Female,East,Graduate,Self-Employed,646013.35,73303.47,Business,699.0,4,327,16.59,2023-09-10,0
CUST100244,29.0,Female,South,Secondary,Salaried,479760.9,26109.08,Education,,0,168,26.84,2023-10-20,0
CUST100245,26.0,Male,West,Post-Graduate,Self-Employed,211791.76,45675.06,Business,669.3,1,392,76.45,2019-02-01,1
CUST100246,36.0,Female,West,Secondary,Salaried,639112.33,79392.84,Car,735.5,2,79,52.61,2023-08-12,0
CUST100247,49.0,Male,West,Graduate,Salaried,,104886.38,Other,579.7,3,237,34.87,2025-02-22,0
CUST100248,23.0,Female,West,Graduate,Salaried,255368.16,36702.99,Home,663.2,1,421,49.24,2021-03-04,0
CUST100249,40.0,Female,West,Graduate,Salaried,223442.4,108872.91,Business,,2,288,25.68,2018-05-26,0
CUST100250,56.0,Male,South,Secondary,Salaried,420878.21,131252.72,Home,733.0,4,484,11.07,2024-02-05,0
CUST100251,39.0,Male,East,Graduate,Self-Employed,,46692.4,Business,575.8,6,381,83.82,2018-09-21,1
CUST100252,,Male,East,Graduate,Salaried,247900.73,290224.5,Business,713.6,0,259,27.84,2021-08-27,0
CUST100253,23.0,Male,South,Primary,Self-Employed,1211228.35,50369.38,Other,730.3,1,468,90.0,2018-07-23,0
CUST100254,39.0,Male,West,Post-Graduate,Unemployed,763666.25,36318.6,Education,689.7,1,13,16.57,2023-01-09,0
CUST100255,40.0,Male,South,Primary,Salaried,183732.98,25072.93,Car,778.0,2,207,6.71,2023-10-08,0
CUST100256,52.0,,East,Secondary,Unemployed,351630.04,171862.24,Car,626.9,0,394,20.46,2020-09-14,0
CUST100257,27.0,Male,North,Primary,,237008.16,74311.28,Car,717.1,3,383,23.06,2021-09-09,0
CUST100258,61.0,Male,South,Primary,Self-Employed,659325.93,52286.83,Education,575.1,5,309,26.83,2024-01-24,0
CUST100259,53.0,Female,West,Post-Graduate,Self-Employed,244532.13,26058.6,Home,535.9,1,95,30.52,2021-09-22,0
CUST100260,60.0,Male,East,Secondary,,167263.94,55688.24,Car,750.3,4,385,26.26,2022-09-23,0
CUST100261,59.0,,East,Secondary,Self-Employed,363874.58,387322.04,Home,681.9,2,336,57.96,2024-04-08,0
CUST100262,38.0,Female,East,Secondary,Salaried,892370.29,16299.0,Education,638.3,2,154,26.15,2023-06-04,0
CUST100263,60.0,Female,East,Graduate,Self-Employed,394151.36,46997.0,Education,584.1,3,364,46.13,2022-08-17,0
CUST100264,21.0,Male,West,Graduate,Self-Employed,561892.77,256516.63,Other,754.4,2,180,29.31,2020-06-26,0
CUST100265,31.0,Male,North,Secondary,Salaried,575122.68,175304.74,Car,544.3,4,489,29.42,2021-03-29,1
CUST100266,48.0,Male,East,Secondary,Salaried,178551.91,49048.36,Other,769.4,2,409,37.8,2021-06-12,0
CUST100267,45.0,Female,South,Post-Graduate,Self-Employed,257912.47,84331.99,Car,720.6,7,37,13.84,2022-01-16,0
CUST100268,70.0,Male,North,Secondary,Salaried,,101119.29,Education,548.8,1,469,29.74,2018-07-18,0
CUST100269,43.0,Male,East,Secondary,Unemployed,316660.98,80313.02,Education,691.3,2,188,8.59,2022-02-09,0
CUST100270,51.0,,North,Secondary,Salaried,1230182.06,255024.56,Business,850.0,3,161,40.37,2020-11-22,0
CUST100271,50.0,Male,South,Graduate,Salaried,211717.17,92765.3,Business,787.0,1,57,14.45,2024-09-21,0
CUST100272,62.0,Male,East,Secondary,Salaried,256387.16,161920.61,Education,605.5,1,300,38.54,2021-01-17,1
CUST100273,55.0,Male,South,Graduate,Salaried,526668.48,83043.44,Education,744.5,3,206,28.67,2024-03-18,0
CUST100274,27.0,,West,Secondary,Self-Employed,303538.58,17629.48,Home,552.6,2,278,54.34,2021-06-14,0
CUST100275,36.0,Male,East,Post-Graduate,Unemployed,78034.04,31739.3,Home,556.6,1,179,51.96,2021-03-29,0
CUST100276,46.0,Female,East,Secondary,Self-Employed,1412411.01,36701.96,Other,,4,248,24.43,2023-01-30,0
CUST100277,68.0,Female,East,Graduate,Salaried,232214.49,61420.56,Business,729.6,2,273,47.61,2021-08-06,0
CUST100278,69.0,Male,East,Secondary,Salaried,619418.02,313291.69,Business,753.0,1,415,8.89,2023-03-18,0
CUST100279,22.0,Female,West,Secondary,Self-Employed,208556.51,94248.3,Education,754.3,2,450,53.87,2025-02-14,0
CUST100280,21.0,Male,East,Graduate,Unemployed,263597.62,67910.66,Education,724.5,3,78,8.89,2019-08-01,0
CUST100281,68.0,Male,North,Secondary,Salaried,167082.04,174031.33,Other,534.7,1,100,41.62,2025-01-24,0
CUST100282,32.0,Female,East,Post-Graduate,Salaried,283589.76,26467.73,Business,674.5,0,365,35.34,2018-12-01,0
CUST100283,25.0,Female,West,Post-Graduate,Salaried,300568.48,51907.23,Home,767.2,1,177,2.17,2020-10-17,0
CUST100284,57.0,Female,East,Post-Graduate,Unemployed,408587.18,46810.83,Car,719.9,0,391,32.1,2024-04-12,0
CUST100285,52.0,Female,North,Primary,Self-Employed,353789.96,96628.51,Other,696.4,1,410,66.76,2021-09-08,0
CUST100286,29.0,Male,West,Graduate,Salaried,186295.26,136910.87,Car,709.6,2,159,35.43,2023-05-17,0
CUST100287,61.0,Male,West,Secondary,Salaried,323081.57,101726.17,Home,708.1,1,187,28.95,2019-09-03,0
CUST100288,55.0,Male,North,Post-Graduate,Unemployed,1054108.98,102859.73,Home,503.2,4,327,68.04,2018-11-25,1
CUST100289,39.0,Male,North,Graduate,Salaried,981693.41,56796.14,Car,783.9,1,293,34.82,2019-07-01,0
CUST100290,68.0,Male,North,Graduate,Salaried,581526.73,91540.05,Other,670.1,2,262,37.12,2018-12-05,0
CUST100291,36.0,Male,North,Secondary,Salaried,658592.03,40623.97,Car,743.7,0,79,23.34,2020-03-17,0
CUST100292,23.0,Male,North,Graduate,Salaried,1523458.57,117230.49,Other,472.5,0,178,28.2,2020-10-30,0
CUST100293,40.0,Male,West,Primary,Salaried,623278.42,51512.4,Other,829.5,5,334,17.74,2019-03-06,0
CUST100294,44.0,Female,West,Graduate,Self-Employed,651162.12,33354.34,Education,575.9,0,235,24.88,2022-03-11,0
CUST100295,53.0,Female,East,Secondary,Unemployed,173035.18,75092.32,Business,850.0,0,251,23.4,2020-03-16,0
CUST100296,44.0,Male,East,Graduate,Self-Employed,226935.62,19164.57,Business,850.0,1,165,15.05,2022-08-24,0
CUST100297,31.0,Other,South,Graduate,Unemployed,433820.36,205265.4,Home,560.8,0,190,33.58,2025-04-13,0
CUST100298,,Female,East,Graduate,Salaried,272538.36,127767.73,Education,753.5,1,395,122.76,2022-06-01,0
CUST100299,28.0,Male,East,Secondary,Self-Employed,243099.68,92584.67,Business,588.5,1,147,37.66,2023-09-14,0
CUST100300,56.0,Female,North,Graduate,Salaried,260543.36,23468.65,Other,622.5,3,286,49.08,2023-06-22,1
CUST100301,58.0,Female,North,Secondary,Self-Employed,188312.41,44795.67,Other,624.5,1,399,42.35,2019-07-11,0
CUST100302,60.0,Female,East,Secondary,,275176.86,75236.44,Car,720.3,1,132,22.58,2022-08-13,0
CUST100303,40.0,Male,South,Primary,Salaried,542347.02,60829.29,Car,709.2,3,170,56.32,2019-05-06,0
CUST100304,55.0,Female,North,Secondary,Salaried,1299895.4,22426.63,Other,571.9,2,31,24.13,2022-05-23,0
CUST100305,68.0,Male,East,Secondary,Salaried,713679.53,29100.18,Other,719.6,3,250,72.13,2018-09-11,0
CUST100306,45.0,Female,East,Graduate,Salaried,648030.66,59984.05,Car,661.6,1,491,34.86,2018-01-17,0
CUST100307,55.0,Female,West,Primary,Salaried,167021.86,29783.13,Business,516.2,0,139,34.64,2018-09-18,0
CUST100308,45.0,Female,South,Secondary,Self-Employed,475241.33,190989.0,Home,640.9,0,389,29.36,2023-01-23,0
CUST100309,49.0,Female,West,Post-Graduate,,424991.33,103381.04,Car,829.4,1,206,38.66,2021-07-03,0
CUST100310,38.0,Female,South,Primary,Salaried,526730.68,41671.6,Business,644.0,6,25,65.24,2023-03-02,0
CUST100311,66.0,Male,North,Graduate,Salaried,,165778.59,Business,,0,83,28.11,2021-12-18,0
CUST100312,38.0,Male,South,Graduate,Salaried,1199296.92,143974.95,Business,753.3,5,162,47.89,2019-05-16,0
CUST100313,22.0,Female,East,Post-Graduate,Unemployed,456646.71,89524.79,Education,596.5,1,98,19.74,2020-10-12,0
CUST100314,55.0,Male,East,Graduate,Salaried,484142.23,71131.79,Education,,3,12,43.73,2024-05-22,0
CUST100315,36.0,Male,South,Graduate,Salaried,136289.4,59341.75,Business,664.5,3,476,36.83,2023-08-17,0
CUST100316,61.0,Male,South,Graduate,Salaried,414983.73,50113.36,Other,838.6,2,343,19.66,2021-05-07,0
CUST100317,56.0,Male,South,Secondary,Salaried,881654.57,28688.33,Education,664.6,2,263,46.59,2023-08-02,0
CUST100318,53.0,,West,Graduate,Salaried,4939560.45,213166.78,Car,577.0,2,59,34.76,2022-08-13,0
CUST100319,24.0,Female,South,Primary,Unemployed,121375.63,50799.45,Education,637.8,2,403,31.83,2023-10-01,0
CUST100320,53.0,Other,North,Post-Graduate,Salaried,337795.16,74588.41,Other,569.4,4,40,11.09,2024-04-09,1
CUST100321,34.0,Female,West,Secondary,Self-Employed,1250607.11,38670.28,Home,661.2,2,10,28.62,2021-05-27,0
CUST100322,41.0,Male,West,Graduate,Salaried,404179.99,60985.09,Education,839.3,1,381,74.31,2025-01-09,0
CUST100323,68.0,Male,South,Secondary,Self-Employed,536836.89,537962.53,Business,792.4,2,46,53.28,2018-04-19,0
CUST100324,40.0,Female,North,Graduate,Self-Employed,1168703.5,43993.69,Business,850.0,3,54,34.38,2020-07-09,0
CUST100325,28.0,Male,West,Primary,Salaried,403217.55,201595.21,Business,723.1,3,116,105.92,2018-03-07,1
CUST100326,27.0,Female,East,Post-Graduate,Salaried,711135.25,71720.8,Home,692.9,1,150,77.66,2018-07-21,0
CUST100327,23.0,Female,West,Graduate,Salaried,566276.37,117707.37,Other,590.2,3,234,109.7,2022-12-23,0
CUST100328,37.0,Male,South,Secondary,Self-Employed,643765.18,174766.52,Car,704.3,3,215,18.92,2018-08-02,0
CUST100329,53.0,,North,Graduate,Salaried,555447.51,88484.9,Other,668.3,1,310,25.88,2023-10-17,0
CUST100330,68.0,Female,South,Graduate,,318514.12,57171.17,Home,,1,34,8.77,2018-11-23,0
CUST100331,32.0,Female,East,Graduate,Salaried,338175.91,64198.58,Business,579.0,0,465,13.0,2020-12-09,0
CUST100332,42.0,Male,East,Secondary,Self-Employed,264938.84,65729.3,Other,684.7,1,299,16.06,2020-11-06,0
CUST100333,42.0,Male,East,Secondary,Self-Employed,165408.68,269698.35,Car,538.4,2,120,64.51,2019-06-07,0
CUST100334,66.0,Female,South,Secondary,Self-Employed,933520.26,25877.06,Business,710.4,4,400,65.27,2020-09-14,0
CUST100335,50.0,Male,West,Secondary,Salaried,445098.01,21173.19,Car,740.8,3,230,44.94,2020-09-30,0
CUST100336,58.0,Male,South,Post-Graduate,Salaried,905729.62,22184.81,Education,534.1,1,63,3.18,2019-05-19,0
CUST100337,58.0,Female,North,Primary,Self-Employed,1131691.08,39114.48,Car,559.4,3,80,20.61,2021-06-02,1
CUST100338,65.0,Male,West,Graduate,Salaried,456822.64,119378.95,Business,563.4,4,432,18.31,2020-01-26,0
CUST100339,28.0,Female,East,Secondary,Salaried,201170.19,124616.15,Education,664.0,2,220,13.17,2021-09-03,1
CUST100340,47.0,Other,South,Graduate,Salaried,393283.94,47798.43,Business,554.2,3,136,66.64,2024-11-25,1
CUST100341,47.0,Female,East,Graduate,Salaried,295763.03,71686.37,Business,804.1,1,424,34.57,2023-02-11,0
CUST100342,,Male,East,Post-Graduate,Salaried,134848.84,33476.23,Education,719.3,0,308,14.88,2023-03-30,0
CUST100343,41.0,Female,North,Secondary,Salaried,327408.09,35721.69,Car,733.9,1,402,33.89,2025-02-01,0
CUST100344,,Male,West,Secondary,Salaried,423825.75,109744.12,Home,537.0,1,85,37.54,2021-10-13,1
CUST100345,53.0,Male,North,Secondary,Self-Employed,300741.2,152265.17,Home,796.4,3,309,42.21,2022-02-15,0
CUST100346,48.0,Female,North,Primary,Self-Employed,278472.04,52377.21,Home,738.5,1,71,32.57,2021-12-23,0
CUST100347,67.0,Male,North,Secondary,Self-Employed,205556.97,229695.68,Home,618.6,4,234,29.52,2022-03-01,1
CUST100348,53.0,Male,East,Secondary,,497600.73,143763.34,Other,541.2,4,475,12.65,2024-11-24,0
CUST100349,25.0,Female,North,Secondary,Salaried,1358051.58,222839.73,Home,673.1,1,337,28.91,2022-05-14,0
CUST100350,68.0,Male,North,Graduate,Salaried,952813.37,59239.47,Education,638.0,1,397,30.11,2023-03-03,0
CUST100351,39.0,Male,West,Secondary,Salaried,654859.59,212029.43,Home,641.8,1,281,22.9,2021-08-16,1
CUST100352,24.0,Female,West,Secondary,Salaried,663474.35,336273.42,Business,616.5,3,365,22.0,2023-11-02,0
CUST100353,,Female,North,Secondary,Unemployed,408568.19,54788.62,Home,744.9,3,76,23.82,2024-08-21,0
CUST100354,69.0,Female,West,Graduate,Salaried,149835.32,65649.26,Car,445.9,2,213,34.55,2022-07-11,0
CUST100355,37.0,Male,West,Post-Graduate,Salaried,354456.53,37669.16,Education,808.7,2,276,11.89,2021-09-05,0
CUST100356,64.0,Male,North,Graduate,Salaried,247318.78,32828.41,Education,769.8,4,148,17.47,2024-03-01,0
CUST100357,48.0,Male,East,Graduate,Salaried,485443.43,33097.53,Other,699.0,1,255,37.49,2021-10-10,0
CUST100358,50.0,Male,North,Secondary,Self-Employed,927203.94,41438.83,Business,667.0,2,288,41.14,2020-10-05,0
CUST100359,49.0,Female,West,Graduate,Salaried,1445615.52,88638.06,Education,777.5,2,183,60.44,2021-08-10,0
CUST100360,66.0,Male,East,Secondary,,459903.8,42683.18,Car,676.2,2,444,120.06,2024-12-26,0
CUST100361,26.0,Male,South,Secondary,Salaried,162706.98,86761.11,Home,654.9,3,84,44.6,2019-06-23,0
CUST100362,55.0,Female,East,Graduate,Salaried,3674939.29,88026.36,Education,782.5,2,61,14.46,2018-01-17,0
CUST100363,61.0,Female,West,Post-Graduate,Unemployed,466920.23,52623.23,Car,850.0,1,370,60.78,2019-07-29,0
CUST100364,57.0,Female,East,Primary,Salaried,664843.08,69993.25,Home,592.6,3,312,20.3,2022-12-08,0
CUST100365,44.0,Male,North,Graduate,Unemployed,437347.2,50537.02,Other,718.2,2,178,19.24,2025-03-08,0
CUST100366,49.0,Male,South,Graduate,,460427.63,58834.41,Education,582.2,2,466,12.21,2020-11-28,0
CUST100367,69.0,Male,South,Primary,Self-Employed,302780.54,41514.41,Education,725.1,4,242,46.43,2018-05-10,0
CUST100368,66.0,Male,South,Secondary,Self-Employed,366905.21,77565.13,Car,610.0,0,496,30.74,2023-12-03,1
CUST100369,51.0,Female,West,Secondary,Salaried,601955.89,48031.77,Business,789.0,5,170,59.75,2022-01-13,0
CUST100370,55.0,Female,West,Secondary,Unemployed,132575.79,32330.1,Other,671.0,1,88,18.17,2020-08-07,0
CUST100371,53.0,Female,South,Secondary,Salaried,365721.31,110790.93,Business,684.2,1,497,11.54,2020-12-04,0
CUST100372,41.0,Female,East,Secondary,Self-Employed,668465.44,113448.45,Education,826.8,2,52,61.95,2018-08-04,0
CUST100373,52.0,Male,South,Secondary,Unemployed,1184033.47,159243.38,Business,614.0,1,131,66.98,2022-06-12,0
CUST100374,,Female,East,Graduate,,348362.24,35700.57,Home,741.6,1,173,20.09,2021-12-09,0
CUST100375,53.0,Male,East,Graduate,Self-Employed,900965.16,52226.79,Other,623.0,0,358,23.42,2020-09-29,0
CUST100376,23.0,Female,West,Post-Graduate,Salaried,1219576.6,85935.03,Business,787.7,1,378,41.79,2024-05-01,0
CUST100377,38.0,Female,East,Secondary,,351080.41,51460.62,Home,840.8,1,447,15.94,2023-05-01,0
CUST100378,45.0,Male,South,Graduate,Self-Employed,316498.85,109058.36,Car,656.3,1,353,9.21,2022-01-03,0
CUST100379,62.0,Male,West,Post-Graduate,Unemployed,396628.49,103626.98,Business,482.5,1,71,26.75,2019-09-09,0
CUST100380,51.0,,North,Graduate,Self-Employed,421185.62,102283.82,Other,618.1,0,334,30.27,2023-02-13,0
CUST100381,23.0,Male,North,Secondary,Salaried,851277.64,203163.64,Home,850.0,3,344,46.41,2018-10-28,0
CUST100382,60.0,Male,West,Graduate,Salaried,278108.02,114789.35,Business,626.7,1,198,40.34,2020-09-11,0
CUST100383,,Male,South,Secondary,Salaried,1113300.14,81448.3,Car,839.4,2,159,39.23,2021-04-09,1
CUST100384,,Female,North,Secondary,Self-Employed,273633.66,63864.9,Business,625.4,1,164,30.56,2019-02-10,0
CUST100385,70.0,Female,North,Graduate,Salaried,207180.37,67056.79,Home,623.2,1,188,11.76,2018-06-10,0
CUST100386,52.0,Female,East,Graduate,Salaried,605776.46,34719.37,Business,750.1,1,270,25.19,2022-12-24,0
CUST100387,67.0,Male,East,Primary,Salaried,925728.48,21247.68,Other,739.3,1,172,43.65,2022-04-25,1
CUST100388,42.0,Female,South,Post-Graduate,Self-Employed,492472.2,101177.26,Education,756.7,4,149,33.74,2018-01-26,0
CUST100389,43.0,Male,West,Graduate,Salaried,574382.39,172222.59,Home,680.4,5,190,142.25,2018-03-24,1
CUST100390,22.0,Female,South,Secondary,Salaried,1429132.74,58041.85,Home,773.1,1,378,45.35,2018-06-22,0
CUST100391,47.0,Female,West,Post-Graduate,Salaried,933589.09,222118.41,Home,766.5,0,357,16.16,2020-09-25,0
CUST100392,62.0,Male,North,Secondary,Salaried,450699.12,64630.47,Home,783.4,3,266,41.92,2022-09-05,0
CUST100393,22.0,Male,East,Post-Graduate,Salaried,341571.35,18626.85,Business,623.9,4,427,63.27,2018-01-06,0
CUST100394,,Male,South,Graduate,Salaried,853444.1,139075.81,Other,773.0,4,499,10.09,2019-06-09,0
CUST100395,37.0,Male,South,Primary,Salaried,727646.29,52286.75,Car,633.1,4,278,82.2,2023-10-12,0
CUST100396,60.0,Male,West,Graduate,Unemployed,568721.43,148174.38,Other,665.9,3,461,60.63,2023-08-08,0
CUST100397,53.0,Female,West,Graduate,Unemployed,363593.51,29903.5,Home,664.0,2,332,78.7,2020-01-31,0
CUST100398,29.0,Female,South,Graduate,Salaried,422593.59,97580.3,Business,590.2,0,349,72.96,2018-07-24,0
CUST100399,63.0,Male,West,Post-Graduate,,404937.6,41759.29,Business,523.8,3,227,33.74,2020-06-15,0
CUST100400,68.0,Male,South,Graduate,Salaried,367242.89,84202.8,Home,790.1,3,46,19.59,2022-11-24,0
CUST100401,59.0,Male,South,Graduate,Self-Employed,308448.79,125069.48,Business,616.8,2,8,45.58,2023-09-19,0
CUST100402,,Female,South,Post-Graduate,Self-Employed,518719.83,106306.39,Home,655.7,1,280,28.44,2021-04-03,1
CUST100403,62.0,Male,North,Graduate,Salaried,300201.99,76769.1,Other,614.2,2,288,18.43,2023-07-29,0
CUST100404,46.0,Female,West,Secondary,Salaried,492095.21,27863.66,Education,656.9,1,428,17.97,2022-04-02,0
CUST100405,55.0,Female,East,Post-Graduate,Salaried,125501.89,121934.7,Business,634.5,0,197,73.83,2020-05-26,0
CUST100406,70.0,Female,East,Secondary,Salaried,308684.65,150542.59,Home,795.1,4,108,25.54,2020-04-04,1
CUST100407,45.0,Female,West,Graduate,Self-Employed,855120.37,35238.77,Home,626.9,1,251,23.0,2024-09-11,0
CUST100408,44.0,Male,South,Post-Graduate,Salaried,257749.24,39057.08,Business,834.3,4,304,24.69,2022-01-22,1
CUST100409,33.0,,East,Graduate,Salaried,631126.23,155048.02,Car,782.5,2,27,50.03,2022-12-22,0
CUST100410,27.0,Male,East,Graduate,Salaried,270933.79,63201.98,Home,637.3,1,445,86.2,2025-05-05,0
CUST100411,56.0,Male,West,Graduate,Salaried,704660.49,39772.09,Business,708.8,3,307,17.77,2021-01-06,0
CUST100412,65.0,Female,East,Secondary,Salaried,370176.29,88502.68,Home,726.7,2,17,75.15,2020-04-18,0
CUST100413,40.0,Other,South,Post-Graduate,Salaried,361498.09,46771.67,Car,,1,148,48.4,2019-08-23,0
CUST100414,21.0,Female,West,Secondary,Unemployed,457078.71,81857.03,Education,764.6,0,222,17.41,2025-04-26,0
CUST100415,28.0,Male,South,Primary,Salaried,197588.89,54762.19,Car,696.8,0,187,45.44,2023-05-16,1
CUST100416,66.0,Male,East,Secondary,Salaried,792743.1,58147.75,Other,594.1,4,355,27.97,2020-07-26,0
CUST100417,36.0,Other,East,Graduate,Self-Employed,967102.79,159098.4,Business,737.7,4,246,84.98,2019-03-01,0
CUST100418,34.0,Male,South,Graduate,Salaried,356461.35,12991.27,Car,658.7,3,197,17.89,2024-08-31,0
CUST100419,32.0,Female,North,Graduate,Self-Employed,605931.67,107831.55,Education,429.0,1,469,48.19,2025-04-24,0
CUST100420,43.0,Female,East,Secondary,Self-Employed,705982.98,141749.34,Home,715.1,1,276,11.31,2023-11-08,0
CUST100421,35.0,Female,North,Secondary,Salaried,418840.5,47316.02,Business,613.9,4,379,30.16,2024-08-29,0
CUST100422,48.0,Male,East,Primary,Salaried,227533.26,140988.8,Car,638.7,1,169,74.51,2020-09-23,0
CUST100423,54.0,Male,North,Secondary,Salaried,1151354.09,37372.23,Education,680.5,3,184,77.66,2025-05-18,0
CUST100424,22.0,Male,North,Graduate,Salaried,349579.74,46074.34,Car,540.2,1,121,16.02,2021-06-21,1
CUST100425,52.0,Female,North,Primary,Salaried,,42505.26,Other,692.5,3,270,9.0,2019-02-26,0
CUST100426,,Male,South,Secondary,Salaried,1182658.18,142330.13,Business,651.5,2,382,27.82,2021-04-20,0
CUST100427,42.0,Female,North,Secondary,Salaried,637962.8,21558.74,Home,601.1,2,42,47.29,2022-07-16,0
CUST100428,45.0,Male,North,Primary,Salaried,,230522.34,Education,684.2,3,48,20.97,2023-10-02,0
CUST100429,42.0,,North,Secondary,Self-Employed,247098.82,59073.81,Car,527.9,3,355,20.79,2020-10-10,0
CUST100430,42.0,Male,East,Secondary,Salaried,716176.87,112469.63,Business,686.8,2,78,51.86,2019-11-16,0
CUST100431,69.0,Male,North,Graduate,Salaried,2515321.44,105883.59,Car,722.4,1,442,12.42,2024-02-05,0
CUST100432,62.0,Male,East,Graduate,Salaried,750357.17,81296.83,Business,707.5,1,373,31.68,2018-10-20,0
CUST100433,26.0,Female,North,Graduate,Unemployed,595795.7,48027.05,Other,751.0,2,230,43.94,2024-08-19,0
CUST100434,35.0,Female,North,Post-Graduate,Salaried,681911.85,174496.64,Car,784.9,2,311,19.04,2020-12-13,0
CUST100435,63.0,Female,South,Secondary,Unemployed,363353.26,51001.18,Other,672.7,3,312,18.91,2018-01-16,0
CUST100436,57.0,Male,East,Graduate,Salaried,361280.36,43832.29,Education,778.6,0,458,96.53,2018-06-25,0
CUST100437,53.0,Male,North,Post-Graduate,Self-Employed,358517.48,135184.69,Other,672.3,4,352,62.21,2022-04-13,0
CUST100438,28.0,Female,East,Secondary,Salaried,313335.58,80985.45,Business,617.0,3,480,20.06,2021-11-30,0
CUST100439,64.0,Male,East,Post-Graduate,Salaried,358087.65,189183.95,Education,644.7,0,319,12.45,2022-01-30,1
CUST100440,64.0,Male,West,Primary,Salaried,357087.34,69991.78,Car,,2,17,22.01,2023-03-19,0
CUST100441,25.0,,South,Secondary,Salaried,382005.12,46369.04,Car,777.7,0,429,44.11,2018-05-09,0
CUST100442,59.0,,South,Primary,Salaried,375642.5,88638.4,Business,680.1,2,16,30.57,2020-06-02,0
CUST100443,24.0,Other,South,Graduate,Salaried,511860.35,53458.88,Home,619.4,1,54,16.63,2021-06-21,0
CUST100444,,Female,West,Graduate,Self-Employed,463831.13,47318.39,Home,810.0,4,492,46.5,2019-03-02,0
CUST100445,65.0,Male,West,Graduate,Unemployed,489146.58,130917.38,Car,550.9,1,317,13.35,2024-07-29,0
CUST100446,52.0,Male,South,Secondary,Salaried,,263573.76,Business,620.0,0,438,40.63,2020-01-20,1
CUST100447,50.0,Female,West,Secondary,Salaried,463258.52,61542.1,Home,760.4,2,253,99.38,2020-01-14,0
CUST100448,67.0,Female,West,Primary,Salaried,1666997.39,36963.31,Other,839.0,2,123,36.02,2020-10-23,0
CUST100449,55.0,Male,West,Secondary,Self-Employed,546677.17,65682.02,Car,723.3,1,61,37.19,2019-04-24,0
CUST100450,60.0,Male,South,Post-Graduate,Salaried,338285.08,104857.85,Other,702.5,2,186,17.45,2020-09-02,0
CUST100451,36.0,Male,South,Secondary,,994255.95,87573.67,Business,653.8,3,454,27.8,2018-02-13,0
CUST100452,33.0,Female,South,Graduate,Salaried,421798.77,168714.33,Other,729.3,2,268,22.66,2024-01-12,0
CUST100453,70.0,Female,West,Graduate,Salaried,105217.98,116490.25,Home,691.6,1,110,36.95,2020-08-04,0
CUST100454,62.0,Female,South,Secondary,Self-Employed,441352.04,33779.63,Home,612.1,0,195,21.77,2022-04-09,0
CUST100455,50.0,Male,West,Graduate,Self-Employed,380977.08,51775.75,Education,652.2,2,141,23.12,2023-04-24,0
CUST100456,39.0,,North,Primary,Salaried,1159997.53,27817.38,Car,601.9,2,192,59.93,2018-04-09,0
CUST100457,37.0,Female,West,Primary,Salaried,258192.31,162962.52,Business,681.2,1,124,33.11,2018-06-20,0
CUST100458,39.0,Male,East,Primary,,362364.94,18136.45,Car,694.6,3,246,49.94,2018-05-28,0
CUST100459,48.0,Male,South,Graduate,Salaried,946554.31,29782.24,Other,827.1,1,323,108.59,2023-12-11,0
CUST100460,46.0,Male,South,Secondary,Unemployed,560533.97,51110.14,Business,626.2,4,76,38.87,2018-04-22,0
CUST100461,57.0,Male,East,Graduate,Salaried,399163.31,108525.69,Business,663.7,3,247,93.54,2020-10-19,0
CUST100462,46.0,,West,Graduate,Self-Employed,280999.62,50758.92,Home,793.3,4,135,33.96,2018-03-09,0
CUST100463,43.0,Male,North,Secondary,Self-Employed,546367.68,56632.56,Other,842.5,3,461,49.43,2020-04-07,0
CUST100464,29.0,Female,East,Graduate,Salaried,434703.43,57419.0,Home,722.7,0,273,61.12,2022-10-19,0
CUST100465,32.0,Male,East,Graduate,Unemployed,279093.59,82532.53,Home,657.2,3,397,27.03,2022-06-20,0
CUST100466,21.0,Male,West,Primary,Salaried,2303484.69,31121.12,Education,637.4,1,483,44.61,2021-08-02,0
